from,to,multimodal,segm
WOMEN/Rompers_Jumpsuits/id_00007057/02_4_full.jpg,WOMEN/Rompers_Jumpsuits/id_00007057/02_4_full.jpg,True,True
WOMEN/Rompers_Jumpsuits/id_00005681/02_3_back.jpg,WOMEN/Rompers_Jumpsuits/id_00005681/02_3_back.jpg,True,True
WOMEN/Dresses/id_00003695/03_3_back.jpg,WOMEN/Dresses/id_00003695/03_3_back.jpg,True,True
WOMEN/Blouses_Shirts/id_00004694/01_4_full.jpg,WOMEN/Blouses_Shirts/id_00004694/01_4_full.jpg,True,True
WOMEN/Skirts/id_00004719/03_4_full.jpg,WOMEN/Skirts/id_00004719/03_4_full.jpg,True,True
WOMEN/Sweatshirts_Hoodies/id_00005570/03_7_additional.jpg,WOMEN/Sweatshirts_Hoodies/id_00005570/03_7_additional.jpg,True,True
WOMEN/Dresses/id_00006437/02_4_full.jpg,WOMEN/Dresses/id_00006437/02_4_full.jpg,True,True
WOMEN/Blouses_Shirts/id_00001962/01_4_full.jpg,WOMEN/Blouses_Shirts/id_00001962/01_4_full.jpg,True,True
MEN/Denim/id_00000867/01_1_front.jpg,MEN/Denim/id_00000867/01_1_front.jpg,True,True
WOMEN/Jackets_Coats/id_00005842/02_4_full.jpg,WOMEN/Jackets_Coats/id_00005842/02_4_full.jpg,True,True
WOMEN/Dresses/id_00002001/02_1_front.jpg,WOMEN/Dresses/id_00002001/02_1_front.jpg,True,True
WOMEN/Leggings/id_00002037/01_1_front.jpg,WOMEN/Leggings/id_00002037/01_1_front.jpg,True,True
WOMEN/Tees_Tanks/id_00003566/01_4_full.jpg,WOMEN/Tees_Tanks/id_00003566/01_4_full.jpg,True,True
WOMEN/Blouses_Shirts/id_00002964/02_4_full.jpg,WOMEN/Blouses_Shirts/id_00002964/02_4_full.jpg,True,True
WOMEN/Graphic_Tees/id_00000449/01_4_full.jpg,WOMEN/Graphic_Tees/id_00000449/01_4_full.jpg,True,True
WOMEN/Sweaters/id_00001106/01_4_full.jpg,WOMEN/Sweaters/id_00001106/01_4_full.jpg,True,True
WOMEN/Tees_Tanks/id_00006421/10_4_full.jpg,WOMEN/Tees_Tanks/id_00006421/10_4_full.jpg,True,True
WOMEN/Dresses/id_00003041/10_4_full.jpg,WOMEN/Dresses/id_00003041/10_4_full.jpg,True,True
WOMEN/Skirts/id_00007733/03_4_full.jpg,WOMEN/Skirts/id_00007733/03_4_full.jpg,True,True
WOMEN/Tees_Tanks/id_00007708/03_4_full.jpg,WOMEN/Tees_Tanks/id_00007708/03_4_full.jpg,True,True
WOMEN/Tees_Tanks/id_00002201/46_7_additional.jpg,WOMEN/Tees_Tanks/id_00002201/46_7_additional.jpg,True,True
WOMEN/Tees_Tanks/id_00004222/02_7_additional.jpg,WOMEN/Tees_Tanks/id_00004222/02_7_additional.jpg,True,True
WOMEN/Blouses_Shirts/id_00005643/02_4_full.jpg,WOMEN/Blouses_Shirts/id_00005643/02_4_full.jpg,True,True
WOMEN/Tees_Tanks/id_00001298/01_7_additional.jpg,WOMEN/Tees_Tanks/id_00001298/01_7_additional.jpg,True,True
WOMEN/Blouses_Shirts/id_00007829/03_7_additional.jpg,WOMEN/Blouses_Shirts/id_00007829/03_7_additional.jpg,True,True
WOMEN/Blouses_Shirts/id_00005567/02_7_additional.jpg,WOMEN/Blouses_Shirts/id_00005567/02_7_additional.jpg,True,True
WOMEN/Dresses/id_00002549/04_3_back.jpg,WOMEN/Dresses/id_00002549/04_3_back.jpg,True,True
WOMEN/Denim/id_00001865/02_4_full.jpg,WOMEN/Denim/id_00001865/02_4_full.jpg,True,True
WOMEN/Tees_Tanks/id_00003187/04_4_full.jpg,WOMEN/Tees_Tanks/id_00003187/04_4_full.jpg,True,True
WOMEN/Blouses_Shirts/id_00005406/02_2_side.jpg,WOMEN/Blouses_Shirts/id_00005406/02_2_side.jpg,True,True
WOMEN/Blouses_Shirts/id_00006464/02_7_additional.jpg,WOMEN/Blouses_Shirts/id_00006464/02_7_additional.jpg,True,True
WOMEN/Dresses/id_00003735/02_4_full.jpg,WOMEN/Dresses/id_00003735/02_4_full.jpg,True,True
WOMEN/Blouses_Shirts/id_00003540/02_1_front.jpg,WOMEN/Blouses_Shirts/id_00003540/02_1_front.jpg,True,True
WOMEN/Blouses_Shirts/id_00003948/01_4_full.jpg,WOMEN/Blouses_Shirts/id_00003948/01_4_full.jpg,True,True
WOMEN/Jackets_Coats/id_00006967/01_7_additional.jpg,WOMEN/Jackets_Coats/id_00006967/01_7_additional.jpg,True,True
WOMEN/Blouses_Shirts/id_00001810/01_7_additional.jpg,WOMEN/Blouses_Shirts/id_00001810/01_7_additional.jpg,True,True
WOMEN/Pants/id_00004163/04_1_front.jpg,WOMEN/Pants/id_00004163/04_1_front.jpg,True,True
WOMEN/Dresses/id_00005592/02_2_side.jpg,WOMEN/Dresses/id_00005592/02_2_side.jpg,True,True
WOMEN/Sweatshirts_Hoodies/id_00006673/02_1_front.jpg,WOMEN/Sweatshirts_Hoodies/id_00006673/02_1_front.jpg,True,True
WOMEN/Dresses/id_00001931/03_1_front.jpg,WOMEN/Dresses/id_00001931/03_1_front.jpg,True,True
WOMEN/Tees_Tanks/id_00004222/10_4_full.jpg,WOMEN/Tees_Tanks/id_00004222/10_4_full.jpg,True,True
WOMEN/Pants/id_00001437/01_1_front.jpg,WOMEN/Pants/id_00001437/01_1_front.jpg,True,True
WOMEN/Graphic_Tees/id_00002221/01_4_full.jpg,WOMEN/Graphic_Tees/id_00002221/01_4_full.jpg,True,True
WOMEN/Tees_Tanks/id_00005018/01_7_additional.jpg,WOMEN/Tees_Tanks/id_00005018/01_7_additional.jpg,True,True
WOMEN/Tees_Tanks/id_00005479/01_4_full.jpg,WOMEN/Tees_Tanks/id_00005479/01_4_full.jpg,True,True
WOMEN/Tees_Tanks/id_00004313/03_7_additional.jpg,WOMEN/Tees_Tanks/id_00004313/03_7_additional.jpg,True,True
WOMEN/Jackets_Coats/id_00000163/01_4_full.jpg,WOMEN/Jackets_Coats/id_00000163/01_4_full.jpg,True,True
WOMEN/Skirts/id_00000328/03_1_front.jpg,WOMEN/Skirts/id_00000328/03_1_front.jpg,True,True
WOMEN/Tees_Tanks/id_00002226/02_2_side.jpg,WOMEN/Tees_Tanks/id_00002226/02_2_side.jpg,True,True
WOMEN/Dresses/id_00000064/01_4_full.jpg,WOMEN/Dresses/id_00000064/01_4_full.jpg,True,True
MEN/Shorts/id_00004131/10_7_additional.jpg,MEN/Shorts/id_00004131/10_7_additional.jpg,True,True
WOMEN/Tees_Tanks/id_00004773/02_4_full.jpg,WOMEN/Tees_Tanks/id_00004773/02_4_full.jpg,True,True
WOMEN/Blouses_Shirts/id_00006577/03_4_full.jpg,WOMEN/Blouses_Shirts/id_00006577/03_4_full.jpg,True,True
WOMEN/Dresses/id_00006706/01_7_additional.jpg,WOMEN/Dresses/id_00006706/01_7_additional.jpg,True,True
MEN/Tees_Tanks/id_00004987/01_4_full.jpg,MEN/Tees_Tanks/id_00004987/01_4_full.jpg,True,True
WOMEN/Graphic_Tees/id_00006189/01_4_full.jpg,WOMEN/Graphic_Tees/id_00006189/01_4_full.jpg,True,True
WOMEN/Skirts/id_00004791/06_4_full.jpg,WOMEN/Skirts/id_00004791/06_4_full.jpg,True,True
WOMEN/Tees_Tanks/id_00004870/03_4_full.jpg,WOMEN/Tees_Tanks/id_00004870/03_4_full.jpg,True,True
WOMEN/Tees_Tanks/id_00002885/07_1_front.jpg,WOMEN/Tees_Tanks/id_00002885/07_1_front.jpg,True,True
WOMEN/Tees_Tanks/id_00000220/01_1_front.jpg,WOMEN/Tees_Tanks/id_00000220/01_1_front.jpg,True,True
WOMEN/Sweaters/id_00000549/01_7_additional.jpg,WOMEN/Sweaters/id_00000549/01_7_additional.jpg,True,True
WOMEN/Tees_Tanks/id_00003862/04_4_full.jpg,WOMEN/Tees_Tanks/id_00003862/04_4_full.jpg,True,True
WOMEN/Blouses_Shirts/id_00004255/06_7_additional.jpg,WOMEN/Blouses_Shirts/id_00004255/06_7_additional.jpg,True,True
WOMEN/Tees_Tanks/id_00006328/01_4_full.jpg,WOMEN/Tees_Tanks/id_00006328/01_4_full.jpg,True,True
WOMEN/Tees_Tanks/id_00003343/13_4_full.jpg,WOMEN/Tees_Tanks/id_00003343/13_4_full.jpg,True,True
WOMEN/Tees_Tanks/id_00002300/04_4_full.jpg,WOMEN/Tees_Tanks/id_00002300/04_4_full.jpg,True,True
WOMEN/Rompers_Jumpsuits/id_00007134/01_4_full.jpg,WOMEN/Rompers_Jumpsuits/id_00007134/01_4_full.jpg,True,True
WOMEN/Blouses_Shirts/id_00000737/01_1_front.jpg,WOMEN/Blouses_Shirts/id_00000737/01_1_front.jpg,True,True
WOMEN/Tees_Tanks/id_00007013/04_4_full.jpg,WOMEN/Tees_Tanks/id_00007013/04_4_full.jpg,True,True
WOMEN/Tees_Tanks/id_00005139/01_4_full.jpg,WOMEN/Tees_Tanks/id_00005139/01_4_full.jpg,True,True
WOMEN/Sweaters/id_00005271/02_7_additional.jpg,WOMEN/Sweaters/id_00005271/02_7_additional.jpg,True,True
WOMEN/Tees_Tanks/id_00007691/04_7_additional.jpg,WOMEN/Tees_Tanks/id_00007691/04_7_additional.jpg,True,True
MEN/Pants/id_00002493/05_7_additional.jpg,MEN/Pants/id_00002493/05_7_additional.jpg,True,True
WOMEN/Shorts/id_00003293/03_4_full.jpg,WOMEN/Shorts/id_00003293/03_4_full.jpg,True,True
WOMEN/Pants/id_00006794/03_1_front.jpg,WOMEN/Pants/id_00006794/03_1_front.jpg,True,True
WOMEN/Blouses_Shirts/id_00007144/02_4_full.jpg,WOMEN/Blouses_Shirts/id_00007144/02_4_full.jpg,True,True
WOMEN/Blouses_Shirts/id_00002098/02_4_full.jpg,WOMEN/Blouses_Shirts/id_00002098/02_4_full.jpg,True,True
WOMEN/Cardigans/id_00000710/02_1_front.jpg,WOMEN/Cardigans/id_00000710/02_1_front.jpg,True,True
WOMEN/Dresses/id_00002349/01_2_side.jpg,WOMEN/Dresses/id_00002349/01_2_side.jpg,True,True
WOMEN/Dresses/id_00007454/02_4_full.jpg,WOMEN/Dresses/id_00007454/02_4_full.jpg,True,True
WOMEN/Tees_Tanks/id_00000257/05_4_full.jpg,WOMEN/Tees_Tanks/id_00000257/05_4_full.jpg,True,True
WOMEN/Blouses_Shirts/id_00007259/01_4_full.jpg,WOMEN/Blouses_Shirts/id_00007259/01_4_full.jpg,True,True
WOMEN/Tees_Tanks/id_00007744/07_4_full.jpg,WOMEN/Tees_Tanks/id_00007744/07_4_full.jpg,True,True
WOMEN/Tees_Tanks/id_00006196/03_7_additional.jpg,WOMEN/Tees_Tanks/id_00006196/03_7_additional.jpg,True,True
WOMEN/Tees_Tanks/id_00006607/07_4_full.jpg,WOMEN/Tees_Tanks/id_00006607/07_4_full.jpg,True,True
WOMEN/Sweaters/id_00005271/02_1_front.jpg,WOMEN/Sweaters/id_00005271/02_1_front.jpg,True,True
WOMEN/Tees_Tanks/id_00006919/02_4_full.jpg,WOMEN/Tees_Tanks/id_00006919/02_4_full.jpg,True,True
WOMEN/Blouses_Shirts/id_00001810/02_4_full.jpg,WOMEN/Blouses_Shirts/id_00001810/02_4_full.jpg,True,True
WOMEN/Blouses_Shirts/id_00003811/02_1_front.jpg,WOMEN/Blouses_Shirts/id_00003811/02_1_front.jpg,True,True
MEN/Sweatshirts_Hoodies/id_00000911/01_4_full.jpg,MEN/Sweatshirts_Hoodies/id_00000911/01_4_full.jpg,True,True
MEN/Denim/id_00003252/01_1_front.jpg,MEN/Denim/id_00003252/01_1_front.jpg,True,True
WOMEN/Dresses/id_00003928/02_1_front.jpg,WOMEN/Dresses/id_00003928/02_1_front.jpg,True,True
WOMEN/Shorts/id_00002668/03_4_full.jpg,WOMEN/Shorts/id_00002668/03_4_full.jpg,True,True
WOMEN/Tees_Tanks/id_00004715/02_1_front.jpg,WOMEN/Tees_Tanks/id_00004715/02_1_front.jpg,True,True
WOMEN/Blouses_Shirts/id_00001583/02_4_full.jpg,WOMEN/Blouses_Shirts/id_00001583/02_4_full.jpg,True,True
WOMEN/Blouses_Shirts/id_00004470/03_4_full.jpg,WOMEN/Blouses_Shirts/id_00004470/03_4_full.jpg,True,True
MEN/Sweatshirts_Hoodies/id_00004423/01_7_additional.jpg,MEN/Sweatshirts_Hoodies/id_00004423/01_7_additional.jpg,True,True
WOMEN/Rompers_Jumpsuits/id_00007007/03_1_front.jpg,WOMEN/Rompers_Jumpsuits/id_00007007/03_1_front.jpg,True,True
WOMEN/Tees_Tanks/id_00006366/03_2_side.jpg,WOMEN/Tees_Tanks/id_00006366/03_2_side.jpg,True,True
MEN/Shorts/id_00003077/01_7_additional.jpg,MEN/Shorts/id_00003077/01_7_additional.jpg,True,True
WOMEN/Skirts/id_00002410/02_4_full.jpg,WOMEN/Skirts/id_00002410/02_4_full.jpg,True,True
MEN/Tees_Tanks/id_00006208/06_4_full.jpg,MEN/Tees_Tanks/id_00006208/06_4_full.jpg,True,True
WOMEN/Tees_Tanks/id_00006566/04_4_full.jpg,WOMEN/Tees_Tanks/id_00006566/04_4_full.jpg,True,True
WOMEN/Shorts/id_00006451/06_1_front.jpg,WOMEN/Shorts/id_00006451/06_1_front.jpg,True,True
WOMEN/Blouses_Shirts/id_00005496/04_1_front.jpg,WOMEN/Blouses_Shirts/id_00005496/04_1_front.jpg,True,True
WOMEN/Dresses/id_00007951/01_7_additional.jpg,WOMEN/Dresses/id_00007951/01_7_additional.jpg,True,True
MEN/Sweaters/id_00002902/01_4_full.jpg,MEN/Sweaters/id_00002902/01_4_full.jpg,True,True
WOMEN/Dresses/id_00005773/06_2_side.jpg,WOMEN/Dresses/id_00005773/06_2_side.jpg,True,True
WOMEN/Dresses/id_00002348/04_4_full.jpg,WOMEN/Dresses/id_00002348/04_4_full.jpg,True,True
WOMEN/Blouses_Shirts/id_00002481/01_4_full.jpg,WOMEN/Blouses_Shirts/id_00002481/01_4_full.jpg,True,True
WOMEN/Graphic_Tees/id_00004535/01_4_full.jpg,WOMEN/Graphic_Tees/id_00004535/01_4_full.jpg,True,True
WOMEN/Pants/id_00004908/02_1_front.jpg,WOMEN/Pants/id_00004908/02_1_front.jpg,True,True
WOMEN/Sweatshirts_Hoodies/id_00004074/01_7_additional.jpg,WOMEN/Sweatshirts_Hoodies/id_00004074/01_7_additional.jpg,True,True
WOMEN/Tees_Tanks/id_00003523/24_4_full.jpg,WOMEN/Tees_Tanks/id_00003523/24_4_full.jpg,True,True
MEN/Pants/id_00006039/03_7_additional.jpg,MEN/Pants/id_00006039/03_7_additional.jpg,True,True
WOMEN/Tees_Tanks/id_00004002/17_7_additional.jpg,WOMEN/Tees_Tanks/id_00004002/17_7_additional.jpg,True,True
WOMEN/Dresses/id_00006491/06_4_full.jpg,WOMEN/Dresses/id_00006491/06_4_full.jpg,True,True
WOMEN/Blouses_Shirts/id_00002193/02_4_full.jpg,WOMEN/Blouses_Shirts/id_00002193/02_4_full.jpg,True,True
WOMEN/Tees_Tanks/id_00001844/09_4_full.jpg,WOMEN/Tees_Tanks/id_00001844/09_4_full.jpg,True,True
WOMEN/Tees_Tanks/id_00004907/01_4_full.jpg,WOMEN/Tees_Tanks/id_00004907/01_4_full.jpg,True,True
WOMEN/Tees_Tanks/id_00004593/06_4_full.jpg,WOMEN/Tees_Tanks/id_00004593/06_4_full.jpg,True,True
MEN/Tees_Tanks/id_00001791/03_1_front.jpg,MEN/Tees_Tanks/id_00001791/03_1_front.jpg,True,True
WOMEN/Tees_Tanks/id_00003493/04_4_full.jpg,WOMEN/Tees_Tanks/id_00003493/04_4_full.jpg,True,True
WOMEN/Skirts/id_00005635/28_4_full.jpg,WOMEN/Skirts/id_00005635/28_4_full.jpg,True,True
WOMEN/Dresses/id_00003283/02_7_additional.jpg,WOMEN/Dresses/id_00003283/02_7_additional.jpg,True,True
WOMEN/Tees_Tanks/id_00003405/05_4_full.jpg,WOMEN/Tees_Tanks/id_00003405/05_4_full.jpg,True,True
WOMEN/Tees_Tanks/id_00002399/03_7_additional.jpg,WOMEN/Tees_Tanks/id_00002399/03_7_additional.jpg,True,True
WOMEN/Tees_Tanks/id_00007487/01_7_additional.jpg,WOMEN/Tees_Tanks/id_00007487/01_7_additional.jpg,True,True
WOMEN/Dresses/id_00006327/02_2_side.jpg,WOMEN/Dresses/id_00006327/02_2_side.jpg,True,True
MEN/Pants/id_00006469/01_7_additional.jpg,MEN/Pants/id_00006469/01_7_additional.jpg,True,True
WOMEN/Blouses_Shirts/id_00001915/02_4_full.jpg,WOMEN/Blouses_Shirts/id_00001915/02_4_full.jpg,True,True
WOMEN/Tees_Tanks/id_00000974/01_4_full.jpg,WOMEN/Tees_Tanks/id_00000974/01_4_full.jpg,True,True
WOMEN/Jackets_Coats/id_00007370/01_7_additional.jpg,WOMEN/Jackets_Coats/id_00007370/01_7_additional.jpg,True,True
WOMEN/Pants/id_00007133/01_1_front.jpg,WOMEN/Pants/id_00007133/01_1_front.jpg,True,True
WOMEN/Dresses/id_00004354/02_2_side.jpg,WOMEN/Dresses/id_00004354/02_2_side.jpg,True,True
WOMEN/Dresses/id_00004203/03_1_front.jpg,WOMEN/Dresses/id_00004203/03_1_front.jpg,True,True
WOMEN/Tees_Tanks/id_00005228/04_4_full.jpg,WOMEN/Tees_Tanks/id_00005228/04_4_full.jpg,True,True
MEN/Sweaters/id_00001088/01_7_additional.jpg,MEN/Sweaters/id_00001088/01_7_additional.jpg,True,True
WOMEN/Tees_Tanks/id_00004726/01_4_full.jpg,WOMEN/Tees_Tanks/id_00004726/01_4_full.jpg,True,True
WOMEN/Cardigans/id_00005365/04_1_front.jpg,WOMEN/Cardigans/id_00005365/04_1_front.jpg,True,True
WOMEN/Leggings/id_00000317/02_1_front.jpg,WOMEN/Leggings/id_00000317/02_1_front.jpg,True,True
WOMEN/Dresses/id_00000074/03_3_back.jpg,WOMEN/Dresses/id_00000074/03_3_back.jpg,True,True
WOMEN/Skirts/id_00007932/02_1_front.jpg,WOMEN/Skirts/id_00007932/02_1_front.jpg,True,True
WOMEN/Skirts/id_00002382/01_1_front.jpg,WOMEN/Skirts/id_00002382/01_1_front.jpg,True,True
WOMEN/Blouses_Shirts/id_00003472/04_4_full.jpg,WOMEN/Blouses_Shirts/id_00003472/04_4_full.jpg,True,True
WOMEN/Shorts/id_00001305/02_4_full.jpg,WOMEN/Shorts/id_00001305/02_4_full.jpg,True,True
MEN/Pants/id_00000290/07_7_additional.jpg,MEN/Pants/id_00000290/07_7_additional.jpg,True,True
WOMEN/Skirts/id_00002397/06_4_full.jpg,WOMEN/Skirts/id_00002397/06_4_full.jpg,True,True
WOMEN/Dresses/id_00002631/04_4_full.jpg,WOMEN/Dresses/id_00002631/04_4_full.jpg,True,True
WOMEN/Tees_Tanks/id_00001492/04_4_full.jpg,WOMEN/Tees_Tanks/id_00001492/04_4_full.jpg,True,True
WOMEN/Blouses_Shirts/id_00002834/02_4_full.jpg,WOMEN/Blouses_Shirts/id_00002834/02_4_full.jpg,True,True
WOMEN/Blouses_Shirts/id_00003546/01_4_full.jpg,WOMEN/Blouses_Shirts/id_00003546/01_4_full.jpg,True,True
WOMEN/Dresses/id_00002756/01_7_additional.jpg,WOMEN/Dresses/id_00002756/01_7_additional.jpg,True,True
WOMEN/Tees_Tanks/id_00002162/13_4_full.jpg,WOMEN/Tees_Tanks/id_00002162/13_4_full.jpg,True,True
WOMEN/Tees_Tanks/id_00005492/03_7_additional.jpg,WOMEN/Tees_Tanks/id_00005492/03_7_additional.jpg,True,True
WOMEN/Pants/id_00005286/06_1_front.jpg,WOMEN/Pants/id_00005286/06_1_front.jpg,True,True
WOMEN/Blouses_Shirts/id_00005957/02_4_full.jpg,WOMEN/Blouses_Shirts/id_00005957/02_4_full.jpg,True,True
WOMEN/Dresses/id_00002956/02_4_full.jpg,WOMEN/Dresses/id_00002956/02_4_full.jpg,True,True
MEN/Pants/id_00006688/10_4_full.jpg,MEN/Pants/id_00006688/10_4_full.jpg,True,True
WOMEN/Blouses_Shirts/id_00004260/08_4_full.jpg,WOMEN/Blouses_Shirts/id_00004260/08_4_full.jpg,True,True
WOMEN/Tees_Tanks/id_00003967/07_4_full.jpg,WOMEN/Tees_Tanks/id_00003967/07_4_full.jpg,True,True
WOMEN/Rompers_Jumpsuits/id_00005331/01_1_front.jpg,WOMEN/Rompers_Jumpsuits/id_00005331/01_1_front.jpg,True,True
WOMEN/Sweaters/id_00000888/07_4_full.jpg,WOMEN/Sweaters/id_00000888/07_4_full.jpg,True,True
WOMEN/Blouses_Shirts/id_00003364/03_4_full.jpg,WOMEN/Blouses_Shirts/id_00003364/03_4_full.jpg,True,True
WOMEN/Blouses_Shirts/id_00004666/01_4_full.jpg,WOMEN/Blouses_Shirts/id_00004666/01_4_full.jpg,True,True
WOMEN/Rompers_Jumpsuits/id_00007097/03_1_front.jpg,WOMEN/Rompers_Jumpsuits/id_00007097/03_1_front.jpg,True,True
WOMEN/Sweaters/id_00007807/06_1_front.jpg,WOMEN/Sweaters/id_00007807/06_1_front.jpg,True,True
WOMEN/Dresses/id_00007940/02_4_full.jpg,WOMEN/Dresses/id_00007940/02_4_full.jpg,True,True
MEN/Shorts/id_00003297/02_7_additional.jpg,MEN/Shorts/id_00003297/02_7_additional.jpg,True,True
WOMEN/Dresses/id_00004124/02_7_additional.jpg,WOMEN/Dresses/id_00004124/02_7_additional.jpg,True,True
WOMEN/Rompers_Jumpsuits/id_00006007/04_4_full.jpg,WOMEN/Rompers_Jumpsuits/id_00006007/04_4_full.jpg,True,True
WOMEN/Shorts/id_00005843/01_4_full.jpg,WOMEN/Shorts/id_00005843/01_4_full.jpg,True,True
WOMEN/Skirts/id_00000629/03_1_front.jpg,WOMEN/Skirts/id_00000629/03_1_front.jpg,True,True
WOMEN/Sweaters/id_00007662/03_4_full.jpg,WOMEN/Sweaters/id_00007662/03_4_full.jpg,True,True
WOMEN/Rompers_Jumpsuits/id_00002934/02_2_side.jpg,WOMEN/Rompers_Jumpsuits/id_00002934/02_2_side.jpg,True,True
WOMEN/Sweaters/id_00004872/02_7_additional.jpg,WOMEN/Sweaters/id_00004872/02_7_additional.jpg,True,True
WOMEN/Dresses/id_00006656/01_1_front.jpg,WOMEN/Dresses/id_00006656/01_1_front.jpg,True,True
MEN/Tees_Tanks/id_00000615/02_4_full.jpg,MEN/Tees_Tanks/id_00000615/02_4_full.jpg,True,True
WOMEN/Dresses/id_00002817/04_7_additional.jpg,WOMEN/Dresses/id_00002817/04_7_additional.jpg,True,True
WOMEN/Pants/id_00003284/03_1_front.jpg,WOMEN/Pants/id_00003284/03_1_front.jpg,True,True
WOMEN/Blouses_Shirts/id_00004111/06_7_additional.jpg,WOMEN/Blouses_Shirts/id_00004111/06_7_additional.jpg,True,True
WOMEN/Dresses/id_00002430/04_1_front.jpg,WOMEN/Dresses/id_00002430/04_1_front.jpg,True,True
WOMEN/Dresses/id_00005927/02_2_side.jpg,WOMEN/Dresses/id_00005927/02_2_side.jpg,True,True
WOMEN/Blouses_Shirts/id_00006221/02_4_full.jpg,WOMEN/Blouses_Shirts/id_00006221/02_4_full.jpg,True,True
WOMEN/Pants/id_00003300/01_1_front.jpg,WOMEN/Pants/id_00003300/01_1_front.jpg,True,True
MEN/Pants/id_00002494/01_4_full.jpg,MEN/Pants/id_00002494/01_4_full.jpg,True,True
WOMEN/Blouses_Shirts/id_00002107/01_7_additional.jpg,WOMEN/Blouses_Shirts/id_00002107/01_7_additional.jpg,True,True
WOMEN/Jackets_Coats/id_00007157/02_1_front.jpg,WOMEN/Jackets_Coats/id_00007157/02_1_front.jpg,True,True
WOMEN/Pants/id_00003100/07_1_front.jpg,WOMEN/Pants/id_00003100/07_1_front.jpg,True,True
MEN/Tees_Tanks/id_00004047/01_7_additional.jpg,MEN/Tees_Tanks/id_00004047/01_7_additional.jpg,True,True
WOMEN/Tees_Tanks/id_00003558/04_1_front.jpg,WOMEN/Tees_Tanks/id_00003558/04_1_front.jpg,True,True
WOMEN/Dresses/id_00003485/02_2_side.jpg,WOMEN/Dresses/id_00003485/02_2_side.jpg,True,True
WOMEN/Tees_Tanks/id_00004394/01_4_full.jpg,WOMEN/Tees_Tanks/id_00004394/01_4_full.jpg,True,True
MEN/Shorts/id_00006829/03_4_full.jpg,MEN/Shorts/id_00006829/03_4_full.jpg,True,True
WOMEN/Tees_Tanks/id_00000889/03_4_full.jpg,WOMEN/Tees_Tanks/id_00000889/03_4_full.jpg,True,True
WOMEN/Cardigans/id_00002121/09_4_full.jpg,WOMEN/Cardigans/id_00002121/09_4_full.jpg,True,True
WOMEN/Cardigans/id_00001877/07_4_full.jpg,WOMEN/Cardigans/id_00001877/07_4_full.jpg,True,True
WOMEN/Dresses/id_00001288/02_2_side.jpg,WOMEN/Dresses/id_00001288/02_2_side.jpg,True,True
WOMEN/Pants/id_00005171/01_1_front.jpg,WOMEN/Pants/id_00005171/01_1_front.jpg,True,True
WOMEN/Dresses/id_00001089/03_4_full.jpg,WOMEN/Dresses/id_00001089/03_4_full.jpg,True,True
WOMEN/Rompers_Jumpsuits/id_00001546/02_1_front.jpg,WOMEN/Rompers_Jumpsuits/id_00001546/02_1_front.jpg,True,True
WOMEN/Sweaters/id_00002049/02_4_full.jpg,WOMEN/Sweaters/id_00002049/02_4_full.jpg,True,True
WOMEN/Tees_Tanks/id_00007838/03_4_full.jpg,WOMEN/Tees_Tanks/id_00007838/03_4_full.jpg,True,True
WOMEN/Tees_Tanks/id_00006317/09_4_full.jpg,WOMEN/Tees_Tanks/id_00006317/09_4_full.jpg,True,True
